idx,brute,bin,freq
Casper3439,262,15,18
Casper4643,263,12,15
Casper6962,264,15,19
Casper8076,265,14,18
Cassin5640,266,16,17
Cassin9056,267,9,20
Champlin3843,268,14,19
Champlin4852,269,13,12
Champlin6598,270,15,18
Champlin6892,271,12,17
Champlin8302,272,15,19
Champlin8937,273,14,16
Christiansen1062,274,16,19
Christiansen6599,275,11,18
Cole4339,276,15,15
Cole4823,277,14,19
Cole7736,278,16,18
Cole8778,279,13,17
Cole9195,280,16,20
Cole9219,281,15,19
Collier1476,282,17,14
Collier3053,283,8,19
Collier3763,284,14,18
Collier4237,285,13,17
Collier4478,286,15,20
Collins3859,287,12,19
Collins4779,288,15,16
Collins6758,289,14,20
Collins8063,290,16,19
Collins9485,291,11,18
Conn2736,292,15,21
Connelly3997,293,14,20
Conroy3056,294,16,11
Conroy5063,295,13,18
Conroy6719,296,16,17
Conroy6947,297,15,19
Considine2920,298,17,16
Corkery6419,299,10,19
Corkery9456,300,15,18
Corkery9912,301,14,15
Cormier1347,302,16,19
Cormier2398,303,13,18
Cormier2695,304,16,17
Cormier3009,305,15,20
Cormier3755,306,17,19
Cormier3941,307,12,14
Cormier6054,308,16,19
Corwin6469,309,15,18
Corwin6878,310,17,20
Corwin9147,311,14,17
Cremin5619,312,17,20
Cremin6260,313,16,19
Cremin7778,314,7,16
Cremin8116,315,14,20
Cremin9518,316,13,19
Crist3047,317,15,18
Crist3400,318,12,21
Crist8379,319,15,20
Crona1276,320,14,13
Crona2023,321,16,19
Crona2903,322,11,18
Crona4909,323,15,20
Cronin2739,324,14,17
Crooks1020,325,16,20
Crooks3394,326,13,19
Crooks4169,327,16,16
Crooks5334,328,15,20
Crooks5565,329,17,19
Crooks6148,330,10,18
Crooks6915,331,15,21
Cruickshank1029,332,14,20
Cruickshank1033,333,16,15
Cruickshank4858,334,13,20
Cruickshank7739,335,16,19
Cummerata4422,336,15,18
Cummerata8656,337,17,21
Cummerata9918,338,12,20
Cummings3194,339,16,17
Cummings4480,340,15,21
Cummings7000,341,17,20
Cummings7405,342,14,19
Cummings9145,343,17,22
Cummings9549,344,16,21
Dach5526,345,9,18
Dach5685,346,15,17
Dach6251,347,14,16
Dach6706,348,16,19
Dach9210,349,13,18
Damore1065,350,16,15
Damore1224,351,15,19
Damore8246,352,17,18
Damore8289,353,12,17
Daniel1191,354,16,19
Daniel3070,355,15,14
Daniel8135,356,17,19
Daniel8604,357,14,18
Dare7092,358,17,17
Dare8330,359,16,20
Dare8578,360,18,19
Daugherty5671,361,11,16
Daugherty7727,362,16,20
Daugherty7857,363,15,19
Daugherty9728,364,17,18
Davis2300,365,14,20
Davis4855,366,17,13
Davis6097,367,16,19
Davis8040,368,18,18
Deckow4614,369,13,17
Deckow6264,370,17,20
Deckow6673,371,16,19
Denesik2875,372,18,16
Denesik2975,373,15,20
Denesik9011,374,18,19
Denesik9271,375,17,18
Dibbert4636,376,6,20
Dibbert7020,377,14,15
Dickens3427,378,13,20
Dickens4514,379,15,19
Dickens5670,380,12,18
Dickens6294,381,15,20
Dickens6986,382,14,17
Dickens8883,383,16,21
Dickens9586,384,11,20
Dicki6941,385,15,19
Dickinson6464,386,14,21
Dickinson7598,387,16,12
Dietrich3281,388,13,19
Dietrich4487,389,16,18
Dietrich5454,390,15,17
Dietrich7570,391,17,20
Dietrich8681,392,10,19
Donnelly3198,393,15,16
Donnelly4227,394,14,20
Donnelly5446,395,16,19
Donnelly7869,396,13,18
Donnelly9582,397,16,20
Dooley1009,398,15,15
Dooley1671,399,17,20
Dooley2406,400,12,19
Dooley2788,401,16,18
Dooley3074,402,15,21
Dooley4722,403,17,20
Dooley8559,404,14,17
Dooley9946,405,17,21
Douglas2211,406,16,20
Douglas3680,407,18,19
Douglas5917,408,9,21
Douglas7633,409,15,14
Doyle2541,410,14,20
Doyle5334,411,16,19
Doyle5825,412,13,18
Doyle9381,413,16,21
DuBuque1063,414,15,20
DuBuque2419,415,17,17
DuBuque3331,416,12,21
DuBuque4681,417,16,20
DuBuque5260,418,15,19
DuBuque5566,419,17,21
DuBuque5922,420,14,16
DuBuque6528,421,17,21
DuBuque6599,422,16,20
DuBuque8624,423,18,19
Durgan2913,424,11,21
Durgan3820,425,16,18
Durgan5027,426,15,22
Durgan7251,427,17,21
Durgan7636,428,14,20
Durgan8033,429,17,22
Ebert1211,430,16,24
Ebert1650,431,18,23
Ebert2333,432,13,22
Ebert2437,433,17,24
Ebert6041,434,16,21
Ebert6512,435,18,24
Ebert7053,436,15,23
Ebert7739,437,18,25
Ebert8093,438,17,20
Effertz5635,439,8,24
Eichmann1023,440,15,23
Eichmann1298,441,14,25
Eichmann2509,442,16,22
Eichmann5119,443,13,25
Eichmann7722,444,16,24
Emard1837,445,15,26
Emard2308,446,17,19
Emard6113,447,12,25
Emard9263,448,16,24
Emmerich1109,449,15,23
Emmerich4605,450,17,25
Emmerich4770,451,14,22
Emmerich5323,452,17,25
Erdman1965,453,16,24
Erdman4433,454,18,26
Erdman6451,455,11,21
Erdman7956,456,16,25
Erdman9576,457,15,24
Ernser2320,458,17,26
Ernser3286,459,14,23
Ernser4018,460,17,26
Ernser6657,461,16,25
Ernser8360,462,18,27
Fadel4906,463,13,21
Fadel5661,464,17,20
Fadel7894,465,16,19
Fadel9090,466,18,21
Fadel9855,467,15,18
Fahey1963,468,18,21
Fahey4261,469,17,20
Fahey8505,470,10,22
Farrell2965,471,16,17
Farrell3640,472,15,21
Farrell6418,473,17,20
Fay4994,474,14,22
Fay5694,475,17,19
Fay6379,476,16,22
Fay8072,477,18,21
Fay8365,478,13,23
Fay8586,479,17,16
Feeney5772,480,16,22
Feeney6631,481,18,21
Feest1793,482,15,20
Feest4262,483,18,22
Feest6851,484,17,19
Feest7278,485,19,22
Feest7774,486,12,21
Feest8571,487,17,23
Feest9219,488,16,18
Feil1722,489,18,22
Feil4139,490,15,21
Feil4706,491,18,23
Feil6205,492,17,20
Ferry1837,493,19,23
Ferry3839,494,14,22
Ferry5654,495,18,24
Fisher5940,496,17,15
Fisher6028,497,19,22
Fisher7675,498,16,21
Flatley1559,499,19,20
Flatley2640,500,18,22
Flatley2866,501,3,19
Flatley2893,502,13,22
Flatley4904,503,12,21
Flatley5249,504,14,23
Flatley5714,505,11,18
Flatley6485,506,14,22
Frami6325,507,13,21
Franecki1196,508,15,23
Franecki2693,509,10,20
Franecki6811,510,14,23
Franecki8248,511,13,22
Franecki8739,512,15,24
Franecki9792,513,12,17
Friesen6474,514,15,22
Friesen7034,515,14,21
Friesen7541,516,16,23
Fritsch4453,517,9,20
Fritsch4521,518,14,23
Fritsch4969,519,13,22
Fritsch5056,520,15,24
Fritsch7743,521,12,19
Fritsch8469,522,15,23
Funk2043,523,14,22
Funk2877,524,16,24
Funk4922,525,11,21
Funk5843,526,15,24
Funk8228,527,14,23
Funk9992,528,16,25
Gaylord1486,529,13,19
Gaylord1519,530,16,18
Gaylord4195,531,15,17
Gaylord5799,532,17,20
Gaylord7761,533,8,19
Gaylord8659,534,14,16
Gerhold3922,535,13,20
Gerhold5521,536,15,19
Gerhold5936,537,12,18
Gerhold7005,538,15,20
Gerhold7490,539,14,15
Gerlach5596,540,16,20
Gerlach6337,541,11,19
Gibson4053,542,15,18
Gibson4930,543,14,20
Gibson5879,544,16,17
Gislason2654,545,13,21
Gislason3713,546,16,20
Gislason5746,547,15,19
Gislason5886,548,17,21
Gleason2689,549,10,14
Gleason3925,550,15,20
Gleason4069,551,14,19
Gleason7441,552,16,18
Gleason8386,553,13,20
Gleason8680,554,16,17
Gleason8730,555,15,21
Gleichner6143,556,17,20
Glover7826,557,12,19
Goldner3374,558,16,21
Goldner6168,559,15,16
Goodwin6966,560,17,21
Goodwin8007,561,14,20
Gorczany2495,562,17,19
Gorczany7137,563,16,21
Gorczany7899,564,7,18
Gottlieb1555,565,14,22
Gottlieb2405,566,13,21
Gottlieb4188,567,15,20
Gottlieb7049,568,12,22
Gottlieb8949,569,15,13
Graham1361,570,14,20
Graham5170,571,16,19
Graham5364,572,11,18
Graham6706,573,15,21
Graham6873,574,14,20
Graham7101,575,16,17
Graham9950,576,13,21
Grant1582,577,16,20
Grant5640,578,15,19
Grant9237,579,17,21
Green4415,580,10,16
Green8203,581,15,21
Greenfelder1321,582,14,20
Greenfelder3021,583,16,19
Greenfelder6541,584,13,21
Greenfelder9995,585,16,18
Greenholt1157,586,15,22
Greenholt5787,587,17,21
Grimes4651,588,12,20
Grimes5282,589,16,22
Grimes5515,590,15,15
Grimes5818,591,17,21
Grimes6311,592,14,20
Grimes7475,593,17,19
Grimes9271,594,16,21
Gulgowski3421,595,9,18
Gulgowski5434,596,15,22
Gulgowski7966,597,14,21
Gulgowski9343,598,16,20
Gusikowski1890,599,13,22
Gusikowski3824,600,16,17
Gusikowski5490,601,15,22
Gusikowski7852,602,17,21
Gutkowski4223,603,12,20
Gutkowski8182,604,16,22
Gutkowski9237,605,15,19
Gutmann2840,606,17,23
Gutmann2845,607,14,22
Gutmann2967,608,17,21
Gutmann6884,609,16,23
Haag4699,610,18,12
Haag8183,611,11,11
Hackett4035,612,16,10
Hackett7444,613,15,13
Hackett8133,614,17,12
Hackett8414,615,14,9
Hackett9409,616,17,13
Hagenes8906,617,16,12
Hahn2095,618,18,11
Hahn3913,619,13,14
Hahn4954,620,17,13
Hahn4992,621,16,8
Hahn5565,622,18,13
Hahn5959,623,15,12
Haley1618,624,18,11
Haley3370,625,17,14
Haley4077,626,6,13
Haley5258,627,14,10
Haley5388,628,13,14
Haley5557,629,15,13
Haley6279,630,12,12
Haley8351,631,15,14
Haley8957,632,14,7
Haley9086,633,16,13
Halvorson2118,634,11,12
Halvorson4588,635,15,11
Halvorson9947,636,14,14
Hamill2642,637,16,13
Hamill4126,638,13,10
Hamill5715,639,16,14
Hamill5905,640,15,13
Hamill8913,641,17,12
Hammes3634,642,10,15
Hammes4418,643,15,14
Hammes9598,644,14,9
Hand5912,645,16,14
Hand6205,646,13,13
Hand7602,647,16,12
Hand8313,648,15,15
Hand8554,649,17,14
Hane8030,650,12,11
Hansen1486,651,16,15
Hansen3449,652,15,14
Hansen6697,653,17,13
Hansen7347,654,14,15
Hansen7363,655,17,6
Harber5349,656,16,13
Harber5612,657,18,12
Harber7127,658,9,11
Harris3566,659,15,14
Harris8036,660,14,13
Hartmann6862,661,16,10
Harvey1413,662,13,14
Harvey3213,663,16,13
Hauck2677,664,15,12
Hauck2809,665,17,15
Hauck8516,666,12,14
Hayes1221,667,16,9
Hayes3376,668,15,14
Hayes3791,669,17,13
Hayes6904,670,14,12
Hayes7050,671,17,15
Hayes8127,672,16,14
Heaney6428,673,18,11
Heaney7066,674,11,15
Heaney8965,675,16,14
Heathcote3746,676,15,13
Heathcote4480,677,17,15
Heathcote7582,678,14,8
Heathcote8028,679,17,14
Heathcote8775,680,16,13
Heidenreich1458,681,18,12
Heidenreich2988,682,13,15
Heidenreich4359,683,17,14
Heidenreich5921,684,16,11
Heidenreich9603,685,18,15
Heller1253,686,15,14
Heller1581,687,18,13
Heller2447,688,17,15
Heller3288,689,8,10
Heller5657,690,15,15
Heller8812,691,14,14
Herman1855,692,16,13
Herman2382,693,13,16
Herman2498,694,16,15
Herman2923,695,15,12
Herman2999,696,17,16
Herman4705,697,12,15
Herman4856,698,16,14
Herman7164,699,15,16
Herman8608,700,17,5
Hermann3094,701,14,13
Hermann4300,702,17,12
Hermann6062,703,16,11
Hermiston5704,704,18,14
Hermiston6488,705,11,13
Herzog1924,706,16,10
Herzog3348,707,15,14
Herzog8403,708,17,13
Hessel4732,709,14,12
Hessel5042,710,17,15
Hessel5640,711,16,14
Hessel7943,712,18,9
Hessel9078,713,13,14
Hettinger5693,714,17,13
Hettinger8422,715,16,12
Hickle7311,716,18,15
Hickle8049,717,15,14
Hilll1000,718,18,11
Hilll1476,719,17,15
Hilll1986,720,10,14
Hilll3994,721,16,13
Hilll4567,722,15,15
Hills2130,723,17,8
Hills4290,724,14,14
Hills5146,725,17,13
Hills5281,726,16,12
Hilpert2258,727,18,15
Hilpert2507,728,13,14
Hilpert5376,729,17,11
Hilpert6453,730,16,15
Hilpert6697,731,18,14
Hilpert7082,732,15,13
Hilpert8873,733,18,16
Hintz2784,734,17,15
Hintz3611,735,19,10
Hintz6383,736,12,15
Hintz7135,737,17,14
Hintz7890,738,16,13
Hintz9890,739,18,16
Hirthe1815,740,15,15
Hirthe2026,741,18,12
Hirthe2280,742,17,16
Hirthe6896,743,19,15
Hirthe8855,744,14,14
Hodkiewicz2396,745,18,16
Hodkiewicz3112,746,17,7
Hodkiewicz5117,747,19,14
Hodkiewicz5672,748,16,13
Hodkiewicz8318,749,19,12
Hodkiewicz9558,750,18,15
Hoeger6155,751,5,14
Hoeger8547,752,14,11
Hoeger8773,753,13,15
Homenick2472,754,15,14
Homenick5270,755,12,13
Homenick6269,756,15,16
Hoppe1040,757,14,15
Hoppe1616,758,16,10
Hoppe2874,759,11,15
Hoppe3343,760,15,14
Hoppe3451,761,14,13
Hoppe3685,762,16,16
Hoppe3749,763,13,15
Hoppe5349,764,16,12
Hoppe8126,765,15,16
Hoppe8170,766,17,15
Howe3155,767,10,14
Howe4350,768,15,16
Howe4929,769,14,9
Howe5544,770,16,15
Howe7318,771,13,14
Howell1777,772,16,13
Howell3809,773,15,16
Howell5869,774,17,15
Hudson3646,775,12,12
Hudson6017,776,16,16
Hudson7805,777,15,15
Hudson8546,778,17,14
Huel3088,779,14,16
Huel3637,780,17,11
Huel3954,781,16,16
Huel5944,782,18,15
Huel9814,783,9,14
Huels1525,784,15,17
Huels4211,785,14,16
Huels8873,786,16,13
Huels9080,787,13,17
Hyatt2905,788,16,16
Hyatt8180,789,15,15
Hyatt9997,790,17,17
Jacobi2840,791,12,22
Jacobi3433,792,16,21
Jacobi6149,793,15,23
Jacobs2991,794,17,20
Jacobs3443,795,14,23
Jacobs4445,796,17,22
Jacobs5385,797,16,19
Jacobs7384,798,18,23
Jacobs7529,799,11,22
Jacobson1587,800,16,21
Jacobson2747,801,15,24
Jacobson2848,802,17,23
Jacobson3332,803,14,18
Jacobson4522,804,17,23
Jacobson7008,805,16,22
Jacobson8764,806,18,24
Jakubowski3601,807,13,21
Jakubowski5361,808,17,24
Jakubowski5896,809,16,23
Jakubowski6404,810,18,20
Jakubowski9496,811,15,24
Jast3617,812,18,23
Jast3689,813,17,22
Jast4648,814,8,25
Jast5618,815,15,24
Jast6580,816,14,17
Jast7608,817,16,23
Jenkins2011,818,13,22
Jenkins3338,819,16,24
Jenkins3851,820,15,21
Jenkins4504,821,17,24
Jerde4702,822,12,23
Jerde5387,823,16,20
Jerde6151,824,15,24
Jewess1004,825,17,23
Jewess2421,826,14,22
Jewess7673,827,17,25
Johns8589,828,16,24
Johnson1290,829,18,19
Johnson4176,830,11,24
Johnson5624,831,16,23
Johnson6834,832,15,25
Johnson9196,833,17,22
Johnston1145,834,14,25
Johnston4365,835,17,24
Johnston6097,836,16,21
Johnston7522,837,18,25
Johnston8778,838,13,24
Johnston9142,839,17,23
Jones1207,840,16,26
Jones6359,841,18,25
Kassulke2204,842,15,13
Kassulke6703,843,18,12
Kassulke7262,844,17,11
Kassulke7600,845,10,14
Kautzer1498,846,16,13
Kautzer4711,847,15,10
Kautzer6615,848,17,14
Kautzer7490,849,14,13
Kautzer8413,850,17,12
Kautzer8687,851,16,14
Kautzer8785,852,18,9
Kautzer9934,853,13,14
Keebler1519,854,17,13
Keebler6730,855,16,12
Keebler6958,856,18,15
Keebler8474,857,15,14
Keebler8902,858,18,11
Keeling1285,859,17,15
Keeling2106,860,19,14
Keeling3619,861,12,13
Keeling5404,862,17,15
Keeling8391,863,16,8
Kemmer3734,864,18,14
Kemmer4192,865,15,13
Kemmer4364,866,18,12
Kemmer4640,867,17,15
Kemmer9160,868,19,14
Kerluke3102,869,14,11
Kerluke3942,870,18,15
Kerluke4290,871,17,14
Kerluke7622,872,19,13
Kerluke7971,873,16,15
Kerluke8207,874,19,10
Kertzmann3641,875,18,15
Kertzmann5033,876,7,14
Kertzmann5345,877,15,13
Kertzmann7091,878,14,16
Kertzmann7592,879,16,15
Kertzmann8856,880,13,12
Kertzmann9598,881,16,16
Kessler1802,882,15,15
Kessler7962,883,17,14
Kiehn3076,884,12,16
Kiehn9243,885,16,7
Kiehn9614,886,15,14
Kihn1532,887,17,13
Kihn3873,888,14,12
Kihn6414,889,17,15
Kilback1194,890,16,14
Kilback8148,891,18,11
Kilback8290,892,11,15
King1790,893,16,14
Kirlin3328,894,15,13
Kirlin3382,895,17,15
Kirlin6478,896,14,10
Kirlin7183,897,17,15
Kirlin9269,898,16,14
Kirlin9655,899,18,13
Klein1398,900,13,16
Klein6362,901,17,15
Klein6934,902,16,12
Klein8936,903,18,16
Kling2841,904,15,15
Kling6395,905,18,14
Kling8227,906,17,16
Kling9008,907,19,9
Klocko1134,908,10,15
Klocko2972,909,16,14
Klocko3694,910,15,13
Klocko5117,911,17,16
Klocko7818,912,14,15
Koch1954,913,17,12
Koch5308,914,16,16
Koch6896,915,18,15
Koch7619,916,13,14
Koelpin3400,917,17,16
Koelpin8090,918,16,11
Koelpin9536,919,18,16
Koepp3299,920,15,15
Koepp8150,921,18,14
Kohler1354,922,17,16
Kohler1887,923,19,13
Kohler2614,924,12,17
Kohler5146,925,17,16
Kohler6053,926,16,15
Kohler7216,927,18,17
Kohler9527,928,15,6
Konopelski1641,929,18,14
Konopelski4634,930,17,13
Konopelski7253,931,19,12
Konopelski9720,932,14,15
Koss1503,933,18,14
Koss2956,934,17,11
Koss5739,935,19,15
Koss6512,936,16,14
Koss7015,937,19,13
Koss7042,938,18,15
Koss8038,939,9,10
Kovacek3212,940,16,15
Kovacek4151,941,15,14
Kovacek4806,942,17,13
Kovacek7500,943,14,16
Kovacek7742,944,17,15
Kovacek7899,945,16,12
Kovacek7999,946,18,16
Kovacek8071,947,13,15
Kozey3072,948,17,14
Kozey5113,949,16,16
Kozey7241,950,18,9
Krajcik1603,951,15,15
Krajcik5462,952,18,14
Krajcik8500,953,17,13
Kreiger1487,954,19,16
Kreiger2495,955,12,15
Kreiger3289,956,17,12
Kreiger5721,957,16,16
Kreiger5731,958,18,15
Kreiger9110,959,15,14
Kris4643,960,18,16
Kris4740,961,17,11
Kris5778,962,19,16
Kshlerin4871,963,14,15
Kub5974,964,18,14
Kub8330,965,17,17
Kub8676,966,19,16
Kuhic2057,967,16,13
Kuhic2210,968,19,17
Kuhic2664,969,18,16
Kuhic3340,970,11,15
Kuhic4655,971,17,17
Kuhic8558,972,16,8
Kuhlman1535,973,18,15
Kuhlman2324,974,15,14
Kuhlman5801,975,18,13
Kuhlman7159,976,17,16
Kuhn1511,977,19,15
Kuhn3240,978,14,12
Kuhn6105,979,18,16
Kuhn6667,980,17,15
Kuhn8354,981,19,14
Kulas1229,982,16,16
Kulas1380,983,19,11
Kulas2068,984,18,16
Kulas6953,985,20,15
Kulas7840,986,13,14
Kulas9377,987,18,17
Kunde2003,988,17,16
Kunde2406,989,19,13
Kunde2731,990,16,17
Kunde3304,991,19,16
Kunde4260,992,18,15
Kunde5744,993,20,17
Kunde7730,994,15,10
Kunde8433,995,19,16
Kunze1283,996,18,15
Kunze4689,997,20,14
Kunze8503,998,17,17
Kuphal1720,999,20,16
Kuphal3377,1000,19,13
Kuphal4894,1001,2,17
Kuphal5780,1002,13,16
Kuphal6957,1003,12,15
Kuphal7437,1004,14,17
Kuphal7637,1005,11,12
Kuphal8270,1006,14,17
Kuphal9973,1007,13,16
Kutch2171,1008,15,15
Kutch7609,1009,10,17
Kutch8609,1010,14,14
Kutch9201,1011,13,18
Kuvalis3828,1012,15,17
Kuvalis4049,1013,12,16
Kuvalis4874,1014,15,18
Labadie1394,1015,14,14
Lakin1153,1016,16,13
Lakin4638,1017,9,15
Lakin4827,1018,14,12
Lakin5346,1019,13,15
Lakin5768,1020,15,14
Lakin5924,1021,12,16
Lakin6989,1022,15,11
Lang1729,1023,14,15
Lang1805,1024,16,14
Lang2226,1025,11,16
Lang5282,1026,15,13
Lang6289,1027,14,16
Langosh1167,1028,16,15
Langosh1280,1029,13,17
Langosh2654,1030,16,10
Langosh3763,1031,15,15
Langosh4568,1032,17,14
Langosh7016,1033,8,16
Langosh8399,1034,14,13
Langworth2615,1035,13,16
Langworth6006,1036,15,15
Langworth7397,1037,12,17
Langworth7587,1038,15,12
Langworth8807,1039,14,16
Larkin3735,1040,16,15
Larkin4214,1041,11,17
Larkin4871,1042,15,14
Larkin6013,1043,14,17
Larkin9892,1044,16,16
Larson4732,1045,13,18
Larson6675,1046,16,9
Larson8306,1047,15,15
Larson9622,1048,17,14
Larson9748,1049,10,16
Leannon2450,1050,15,13
Lebsack2019,1051,14,16
Lebsack3311,1052,16,15
Lebsack4457,1053,13,17
Lebsack4817,1054,16,12
Lebsack5516,1055,15,16
Lebsack7354,1056,17,15
